Network,Model,FeatureSet,WMUCount,SelectedWMUBuses,TrainCases,TestCases,FeatureColumnsPerWMU,FaultBus,SampleCount,ExactBusAccuracy,GraphDistanceMAE,MajorConfusionBus,MajorConfusionCount
ieee30,RandomForest,Baseline+NormVI,5,6;1;2;3;4,360,180,44,10,36,0.75,0.7777777777777778,30,5
ieee30,RandomForest,Baseline+NormVI,5,6;1;2;3;4,360,180,44,24,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI,5,6;1;2;3;4,360,180,44,30,36,0.9444444444444444,0.16666666666666666,24,2
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,10,36,0.75,1.0,30,9
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,24,36,0.8333333333333334,0.5,30,6
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,30,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,1,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,6,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,10,36,0.75,1.0,30,9
ieee30,RandomForest,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,24,36,0.8055555555555556,0.5833333333333334,30,7
ieee30,RandomForest,Baseline+NormVI+Rank,5,6;1;2;3;4,360,180,46,30,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,10,36,0.75,0.5555555555555556,24,8
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,24,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,30,36,0.3055555555555556,2.0833333333333335,24,25
ieee30,RandomForest,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,1,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,6,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,10,36,0.75,0.5,24,9
ieee30,RandomForest,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,24,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,5,6;1;2;3;4,360,180,48,30,36,0.0,3.0,24,36
ieee30,ExtraTrees,SpatialOnly,5,6;1;2;3;4,360,180,8,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,5,6;1;2;3;4,360,180,8,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,5,6;1;2;3;4,360,180,8,10,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,5,6;1;2;3;4,360,180,8,24,36,0.3888888888888889,1.2222222222222223,10,22
ieee30,ExtraTrees,SpatialOnly,5,6;1;2;3;4,360,180,8,30,36,0.0,3.861111111111111,10,31
ieee30,RandomForest,SpatialOnly,5,6;1;2;3;4,360,180,8,1,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,5,6;1;2;3;4,360,180,8,6,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,5,6;1;2;3;4,360,180,8,10,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,5,6;1;2;3;4,360,180,8,24,36,0.027777777777777776,1.9444444444444444,10,35
ieee30,RandomForest,SpatialOnly,5,6;1;2;3;4,360,180,8,30,36,0.0,3.8333333333333335,10,30
ieee30,ExtraTrees,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,6,36,0.75,0.5,1,9
ieee30,ExtraTrees,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,10,36,0.75,0.75,1,9
ieee30,ExtraTrees,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,24,36,0.6944444444444444,1.5277777777777777,1,11
ieee30,ExtraTrees,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,30,36,0.0,5.0,1,36
ieee30,RandomForest,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,1,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,6,36,0.0,2.0,1,36
ieee30,RandomForest,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,10,36,0.0,3.0,1,36
ieee30,RandomForest,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,24,36,0.0,5.0,1,36
ieee30,RandomForest,Baseline,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,40,30,36,0.0,5.0,1,36
ieee30,ExtraTrees,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,10,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,24,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,30,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,1,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,6,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,10,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,24,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,44,30,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,10,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,24,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,30,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,1,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,6,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,10,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,24,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,46,30,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,10,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,24,36,1.0,0.0,-1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,30,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,1,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,6,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,10,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,24,36,1.0,0.0,-1,0
ieee30,RandomForest,Baseline+NormVI+Rank+VI,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,48,30,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,1,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,6,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,10,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,24,36,1.0,0.0,-1,0
ieee30,ExtraTrees,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,30,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,1,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,6,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,10,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,24,36,1.0,0.0,-1,0
ieee30,RandomForest,SpatialOnly,30,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30,360,180,8,30,36,1.0,0.0,-1,0
