CombinedCases,NonFaultCases,FaultCases,SelectedWMUSet,KMin,Bus5Feasible,Bus5CombinedMargin,K1FeasibleBuses
126,66,60,27,1,False,-0.13213057127697664,2|6|9|22|25|27|28
